Number of variables,Exec Time (microseconds),Target,Combo
7,22,1,[]
7,7,17,[17]
7,22,86,[]
7,16,77,"[23, 4, 11, 15, 24]"
7,22,89,[]
7,22,24,[]
7,21,73,[]
7,22,52,[]
7,21,56,[]
7,21,81,[]
7,11,24,"[20, 4]"
7,21,88,[]
7,37,89,[]
7,12,31,"[15, 1, 15]"
7,22,85,[]
7,22,97,[]
7,14,56,"[25, 21, 10]"
7,10,24,"[2, 13, 9]"
7,17,10,[10]
7,22,79,[]
7,21,32,[]
7,22,14,[]
7,7,32,"[19, 13]"
7,14,54,"[7, 20, 11, 16]"
7,22,78,[]
7,10,25,"[23, 2]"
7,18,82,"[16, 9, 23, 12, 22]"
7,8,31,"[1, 19, 9, 2]"
7,15,51,"[18, 19, 14]"
7,21,96,[]
7,22,11,[]
7,10,39,"[9, 9, 18, 3]"
7,17,69,"[11, 1, 16, 2, 20, 19]"
7,8,36,"[12, 20, 4]"
7,21,12,[]
7,16,100,"[13, 6, 24, 21, 16, 20]"
7,11,37,"[17, 11, 9]"
7,21,95,[]
7,16,76,"[21, 24, 25, 6]"
7,21,0,[]
7,22,73,[]
7,22,65,[]
7,15,67,"[8, 20, 22, 17]"
7,21,4,[]
7,21,88,[]
7,20,53,"[6, 15, 21, 11]"
7,11,35,"[7, 15, 13]"
7,19,30,"[11, 12, 7]"
7,10,55,"[22, 20, 13]"
7,22,74,[]
7,6,26,"[20, 6]"
7,14,79,"[22, 18, 25, 14]"
7,22,1,[]
7,9,20,"[13, 1, 6]"
7,21,60,"[2, 6, 8, 8, 23, 13]"
7,21,12,[]
7,8,19,"[2, 17]"
7,19,94,"[10, 15, 18, 12, 21, 18]"
7,15,62,"[25, 20, 17]"
7,10,24,"[3, 9, 12]"
7,10,1,[1]
7,11,35,"[16, 19]"
7,11,18,"[9, 9]"
7,14,37,"[18, 9, 10]"
7,10,46,"[7, 22, 17]"
7,22,8,[]
7,20,56,"[4, 1, 6, 25, 20]"
7,8,17,"[16, 1]"
7,11,67,"[3, 19, 17, 3, 25]"
7,12,32,"[14, 8, 10]"
7,21,90,[]
7,21,90,[]
7,21,3,[]
7,21,85,[]
7,10,59,"[25, 18, 4, 12]"
7,10,17,[17]
7,21,69,[]
7,10,23,"[5, 9, 5, 4]"
7,21,604,[]
7,22,208,[]
7,21,552,[]
7,21,640,[]
7,21,623,[]
7,21,364,[]
7,22,179,[]
7,21,194,[]
7,22,294,[]
7,22,198,[]
7,21,838,[]
7,21,563,[]
7,23,281,[]
7,21,957,[]
7,21,218,[]
7,22,443,[]
7,22,286,[]
7,21,177,[]
7,21,369,[]
7,22,832,[]
7,21,270,[]
7,21,979,[]
7,22,917,[]
7,22,101,[]
7,21,875,[]
7,21,140,[]
7,22,436,[]
7,21,903,[]
7,22,500,[]
7,21,458,[]
7,23,610,[]
7,22,459,[]
7,22,175,[]
7,21,312,[]
7,22,394,[]
7,34,971,[]
7,21,807,[]
7,23,630,[]
7,21,481,[]
7,21,503,[]
7,21,793,[]
7,23,344,[]
7,21,491,[]
7,22,597,[]
7,21,645,[]
7,22,322,[]
7,22,496,[]
7,21,967,[]
7,21,843,[]
7,22,447,[]
7,21,288,[]
7,33,969,[]
7,21,526,[]
7,21,651,[]
7,22,206,[]
7,20,496,[]
7,21,758,[]
7,22,229,[]
7,22,214,[]
7,21,260,[]
7,21,631,[]
7,22,215,[]
7,21,150,[]
7,21,534,[]
7,22,780,[]
7,21,762,[]
7,21,389,[]
7,21,765,[]
7,21,300,[]
7,22,711,[]
7,21,651,[]
7,21,843,[]
7,22,421,[]
7,21,472,[]
7,21,479,[]
7,21,885,[]
7,35,326,[]
7,21,226,[]
7,21,298,[]
7,22,856,[]
7,21,415,[]
7,21,220,[]
7,21,196,[]
7,22,757,[]
7,21,934,[]
7,21,659,[]
7,22,1000,[]
7,22,849,[]
7,21,290,[]
7,21,396,[]
7,22,565,[]
7,21,224,[]
7,21,184,[]
7,22,544,[]
7,21,260,[]
7,21,868,[]
7,21,476,[]
7,22,947,[]
7,22,659,[]
7,21,999,[]
7,21,8565,[]
7,21,1604,[]
7,23,8575,[]
7,22,5518,[]
7,23,5453,[]
7,23,2506,[]
7,22,1041,[]
7,23,9530,[]
7,23,7325,[]
7,23,8567,[]
7,22,1889,[]
7,23,8229,[]
7,23,8088,[]
7,22,7073,[]
7,22,6039,[]
7,23,1713,[]
7,23,8818,[]
7,23,6833,[]
7,22,9578,[]
7,22,9595,[]
7,23,7468,[]
7,23,9703,[]
7,21,6028,[]
7,21,6746,[]
7,21,6961,[]
7,21,9685,[]
7,22,8840,[]
7,22,6400,[]
7,23,9857,[]
7,23,7015,[]
7,23,4573,[]
7,23,1978,[]
7,22,2304,[]
7,22,1100,[]
7,22,1198,[]
7,23,6772,[]
7,23,2090,[]
7,22,8100,[]
7,22,6699,[]
7,22,8758,[]
7,22,9631,[]
7,22,9009,[]
7,22,1768,[]
7,22,1509,[]
7,22,7669,[]
7,22,3444,[]
7,23,1605,[]
7,23,7860,[]
7,23,1917,[]
7,23,3614,[]
7,23,1460,[]
7,23,9664,[]
7,21,6145,[]
7,21,4559,[]
7,21,1000,[]
7,22,7051,[]
7,22,5856,[]
7,23,3121,[]
7,23,7122,[]
7,23,9016,[]
7,23,6104,[]
7,22,9714,[]
7,23,4438,[]
7,21,2908,[]
7,21,2759,[]
7,21,8782,[]
7,21,1763,[]
7,22,8171,[]
7,22,5952,[]
7,21,6392,[]
7,23,2213,[]
7,23,8492,[]
7,23,3697,[]
7,23,9122,[]
7,23,2984,[]
7,23,2685,[]
7,23,8202,[]
7,22,2296,[]
7,22,2464,[]
7,22,2329,[]
7,22,1172,[]
7,23,8652,[]
7,23,9925,[]
7,23,4430,[]
7,23,6337,[]
7,22,9526,[]
7,23,9126,[]
7,22,3710,[]
7,21,9826,[]
7,22,5500,[]
7,21,5459,[]
7,22,2326,[]
7,21,7193,[]
7,21,1443,[]
7,23,5796,[]
7,22,5731,[]
7,23,6097,[]
7,23,4255,[]
7,23,7520,[]
7,22,4246,[]
15,84,51,"[14, 11, 11, 15]"
15,282,93,"[23, 3, 22, 21, 2, 21, 1]"
15,2006,15,"[2, 9, 4]"
15,4009,10,[10]
15,87,62,"[25, 13, 4, 2, 14, 4]"
15,82,38,"[2, 18, 16, 2]"
15,54,53,"[5, 21, 18, 8, 1]"
15,86,40,"[7, 14, 5, 14]"
15,643,26,"[18, 4, 4]"
15,112,75,"[25, 13, 22, 13, 2]"
15,805,92,"[1, 21, 9, 8, 4, 25, 1, 11, 10, 2]"
15,3736,1,[1]
15,235,88,"[15, 24, 9, 24, 16]"
15,326,98,"[24, 23, 20, 4, 16, 11]"
15,1976,6,[6]
15,111,31,"[9, 6, 16]"
15,108,74,"[13, 20, 23, 9, 9]"
15,1229,13,"[9, 4]"
15,1183,15,"[5, 10]"
15,164,76,"[13, 14, 18, 19, 5, 7]"
15,7969,8,[]
15,51,32,"[5, 19, 1, 7]"
15,1300,100,"[20, 11, 25, 2, 4, 9, 2, 13, 7, 7]"
15,356,22,"[4, 7, 11]"
15,76,36,"[17, 2, 4, 13]"
15,89,50,"[1, 22, 1, 4, 12, 10]"
15,7802,0,[]
15,252,39,"[21, 15, 3]"
15,284,91,"[21, 7, 1, 21, 4, 20, 17]"
15,5122,4,"[3, 1]"
15,205,89,"[7, 21, 24, 6, 20, 11]"
15,183,60,"[17, 18, 1, 24]"
15,247,67,"[25, 15, 11, 9, 7]"
15,2223,3,"[2, 1]"
15,277,91,"[9, 19, 14, 1, 19, 20, 9]"
15,7835,4,[]
15,77,35,"[6, 19, 10]"
15,121,58,"[25, 2, 23, 8]"
15,61,41,"[10, 19, 12]"
15,169,92,"[19, 18, 23, 19, 4, 9]"
15,574,34,"[6, 19, 9]"
15,4054,1,[1]
15,137,61,"[21, 8, 20, 12]"
15,210,72,"[21, 8, 8, 15, 12, 8]"
15,89,68,"[17, 10, 25, 1, 15]"
15,61,40,"[21, 3, 16]"
15,162,82,"[22, 4, 25, 16, 15]"
15,2244,7,"[1, 6]"
15,370,47,"[22, 9, 16]"
15,72,42,"[7, 14, 21]"
15,131,76,"[21, 5, 18, 18, 7, 7]"
15,113,75,"[9, 19, 23, 19, 5]"
15,2271,9,[9]
15,11265,4,[4]
15,111,72,"[15, 24, 16, 17]"
15,136,80,"[19, 25, 24, 12]"
15,2978,5,"[1, 3, 1]"
15,1730,9,"[6, 3]"
15,577,22,"[6, 4, 12]"
15,58,56,"[16, 10, 13, 15, 2]"
15,491,10,"[9, 1]"
15,238,21,"[3, 11, 7]"
15,195,69,"[20, 11, 11, 6, 21]"
15,62,50,"[6, 14, 1, 20, 9]"
15,73,61,"[11, 21, 2, 15, 12]"
15,91,56,"[9, 5, 21, 21]"
15,71,57,"[12, 19, 18, 8]"
15,186,66,"[22, 24, 20]"
15,370,93,"[16, 9, 3, 25, 10, 8, 12, 10]"
15,227,57,"[6, 22, 22, 7]"
15,48,47,"[3, 11, 16, 17]"
15,66,34,"[10, 1, 23]"
15,115,61,"[1, 15, 21, 24]"
15,49,35,"[14, 17, 4]"
15,89,68,"[18, 17, 23, 9, 1]"
15,227,18,"[4, 14]"
15,60,51,"[12, 22, 17]"
15,322,98,"[11, 14, 15, 4, 12, 17, 25]"
15,2381,17,"[13, 4]"
15,160,39,"[1, 1, 6, 8, 23]"
15,1317,93,"[12, 4, 11, 16, 12, 1, 18, 19]"
15,136,74,"[20, 8, 5, 17, 23, 1]"
15,87,37,"[1, 17, 19]"
15,190,38,"[24, 14]"
15,205,71,"[4, 5, 1, 3, 24, 25, 2, 7]"
15,394,15,"[13, 2]"
15,109,57,"[24, 9, 10, 4, 10]"
15,90,48,"[25, 5, 18]"
15,224,70,"[25, 8, 10, 12, 15]"
15,130,40,"[19, 11, 5, 5]"
15,101,65,"[15, 20, 2, 7, 21]"
15,248,97,"[13, 1, 17, 25, 19, 12, 10]"
15,64,30,"[3, 18, 6, 2, 1]"
15,270,98,"[18, 19, 1, 3, 24, 17, 16]"
15,102,69,"[25, 8, 20, 9, 7]"
15,35,35,"[17, 1, 17]"
15,177,18,"[2, 16]"
15,80,30,"[7, 16, 2, 2, 3]"
15,165,74,"[13, 4, 6, 23, 24, 4]"
15,666,12,"[8, 4]"
15,8491,858,[]
15,7823,685,[]
15,7741,833,[]
15,1506,125,"[13, 11, 7, 19, 19, 18, 16, 12, 9, 1]"
15,7870,382,[]
15,7832,173,[]
15,8956,974,[]
15,7843,637,[]
15,7934,697,[]
15,8879,789,[]
15,7787,543,[]
15,7844,284,[]
15,8867,620,[]
15,7913,201,[]
15,7836,314,[]
15,8664,261,[]
15,7883,297,[]
15,2571,117,"[6, 11, 4, 16, 21, 18, 8, 6, 18, 9]"
15,7696,950,[]
15,8163,975,[]
15,8067,300,[]
15,9276,306,[]
15,7859,917,[]
15,5655,163,"[12, 13, 17, 3, 18, 17, 13, 25, 4, 9, 10, 22]"
15,7784,380,[]
15,8439,898,[]
15,7919,816,[]
15,8016,744,[]
15,8090,273,[]
15,7799,240,[]
15,9106,761,[]
15,7949,661,[]
15,8028,430,[]
15,8807,982,[]
15,7850,516,[]
15,7819,330,[]
15,8843,770,[]
15,7911,557,[]
15,7705,253,[]
15,8736,988,[]
15,7822,371,[]
15,7915,384,[]
15,8774,400,[]
15,7821,492,[]
15,7872,601,[]
15,8496,950,[]
15,7921,918,[]
15,7979,562,[]
15,8249,947,[]
15,7753,671,[]
15,7855,457,[]
15,8419,946,[]
15,7941,844,[]
15,7896,149,[]
15,8148,485,[]
15,969,117,"[23, 12, 4, 25, 20, 11, 7, 12, 3]"
15,7836,315,[]
15,8834,807,[]
15,7866,774,[]
15,7900,318,[]
15,9006,462,[]
15,8025,365,[]
15,7697,346,[]
15,8664,261,[]
15,7850,307,[]
15,7961,962,[]
15,8790,867,[]
15,7793,952,[]
15,7761,850,[]
15,8520,715,[]
15,7669,911,[]
15,7994,948,[]
15,8262,722,[]
15,7866,711,[]
15,7670,594,[]
15,8309,496,[]
15,7890,631,[]
15,7827,312,[]
15,8266,721,[]
15,7920,411,[]
15,9149,451,[]
15,8008,713,[]
15,7807,338,[]
15,8778,867,[]
15,7784,563,[]
15,7849,488,[]
15,8857,315,[]
15,7761,591,[]
15,6267,195,"[11, 6, 22, 22, 6, 20, 12, 16, 12, 24, 23, 20, 1]"
15,8822,645,[]
15,7768,427,[]
15,7901,375,[]
15,8829,376,[]
15,7930,584,[]
15,7805,701,[]
15,8549,314,[]
15,7812,532,[]
15,7850,341,[]
15,8644,765,[]
15,3057,155,"[7, 24, 22, 15, 17, 9, 21, 13, 14, 10, 3]"
15,7817,1410,[]
15,9077,5336,[]
15,7952,4221,[]
15,7724,1486,[]
15,8908,7303,[]
15,7837,4029,[]
15,7874,2963,[]
15,8953,8937,[]
15,7813,6902,[]
15,7843,6365,[]
15,8912,9811,[]
15,7930,1828,[]
15,7959,4824,[]
15,8604,5387,[]
15,7767,1264,[]
15,7876,3733,[]
15,8563,9431,[]
15,7998,3502,[]
15,7808,2260,[]
15,8298,4887,[]
15,7822,5280,[]
15,7930,9369,[]
15,8424,5019,[]
15,7824,1666,[]
15,7807,5755,[]
15,8157,7546,[]
15,7923,5359,[]
15,9234,1144,[]
15,7706,1642,[]
15,7752,9206,[]
15,8999,5696,[]
15,8091,3013,[]
15,8300,1822,[]
15,9086,6325,[]
15,8177,1000,[]
15,8314,6908,[]
15,9060,4273,[]
15,8299,1718,[]
15,8415,5881,[]
15,9263,5714,[]
15,8320,7806,[]
15,8058,2091,[]
15,8837,2696,[]
15,8075,6128,[]
15,7807,8170,[]
15,8413,4839,[]
15,7923,9657,[]
15,7935,3192,[]
15,8466,2734,[]
15,7748,5895,[]
15,7748,4737,[]
15,8249,3927,[]
15,7950,2893,[]
15,9223,9925,[]
15,7812,9588,[]
15,7778,4531,[]
15,8984,4112,[]
15,8101,7130,[]
15,7974,3155,[]
15,8857,2798,[]
15,7766,6229,[]
15,7824,5324,[]
15,8832,7131,[]
15,7943,6905,[]
15,7815,8035,[]
15,8569,5695,[]
15,7842,9243,[]
15,7919,6606,[]
15,8619,7290,[]
15,7781,1644,[]
15,7786,8945,[]
15,8366,4933,[]
15,7851,5990,[]
15,7899,7291,[]
15,8293,2780,[]
15,7750,2635,[]
15,7763,8180,[]
15,8239,7204,[]
15,7934,2142,[]
15,7974,1258,[]
15,8074,4477,[]
15,7647,7990,[]
15,9036,2353,[]
15,8036,2681,[]
15,7947,5057,[]
15,8887,1797,[]
15,7831,1176,[]
15,7841,9235,[]
15,8892,6401,[]
15,7979,3484,[]
15,7771,3852,[]
15,8694,6191,[]
15,7863,2342,[]
15,7988,6400,[]
15,8726,5493,[]
15,7771,5113,[]
15,7755,5677,[]
15,8464,5469,[]
15,7889,4336,[]
15,8014,9699,[]
1,1,48,[]
1,0,34,[]
1,0,2,[]
1,0,57,[]
1,0,73,[]
1,1,93,[]
1,0,40,[]
1,0,2,[]
1,0,5,[]
1,0,28,[]
1,0,83,[]
1,0,25,[]
1,0,23,[]
1,0,21,[]
1,0,38,[]
1,0,31,[]
1,0,89,[]
1,0,41,[]
1,0,47,[]
1,0,4,[]
1,0,95,[]
1,0,37,[]
1,0,60,[]
1,0,58,[]
1,0,81,[]
1,1,10,[]
1,0,5,[5]
1,0,45,[]
1,0,81,[]
1,0,18,[]
1,0,88,[]
1,0,66,[]
1,0,14,[]
1,0,54,[]
1,0,97,[]
1,0,47,[]
1,0,39,[]
1,0,33,[]
1,1,59,[]
1,0,10,[]
1,0,46,[]
1,0,100,[]
1,0,73,[]
1,0,28,[]
1,0,40,[]
1,0,43,[]
1,0,95,[]
1,0,8,[]
1,0,91,[]
1,0,27,[]
1,0,9,[]
1,0,46,[]
1,0,91,[]
1,0,84,[]
1,0,88,[]
1,0,17,[]
1,0,86,[]
1,0,64,[]
1,0,97,[]
1,0,23,[]
1,0,11,[]
1,0,31,[]
1,0,98,[]
1,0,55,[]
1,0,74,[]
1,0,46,[]
1,0,82,[]
1,0,97,[]
1,1,80,[]
1,0,74,[]
1,0,69,[]
1,0,77,[]
1,0,49,[]
1,0,8,[]
1,1,79,[]
1,0,98,[]
1,0,28,[]
1,0,19,[]
1,0,33,[]
1,0,57,[]
1,0,12,[]
1,0,78,[]
1,0,71,[]
1,1,6,[]
1,0,41,[]
1,0,90,[]
1,0,34,[]
1,0,84,[]
1,0,62,[]
1,0,5,[]
1,0,16,[]
1,0,89,[]
1,0,96,[]
1,0,40,[]
1,1,95,[]
1,0,22,[]
1,0,100,[]
1,0,13,[]
1,0,38,[]
1,0,41,[]
1,0,558,[]
1,0,472,[]
1,0,806,[]
1,1,507,[]
1,0,270,[]
1,0,433,[]
1,0,552,[]
1,0,108,[]
1,0,967,[]
1,0,809,[]
1,0,585,[]
1,0,430,[]
1,0,258,[]
1,0,906,[]
1,0,416,[]
1,0,387,[]
1,0,571,[]
1,0,627,[]
1,0,783,[]
1,0,390,[]
1,0,788,[]
1,0,144,[]
1,0,474,[]
1,0,559,[]
1,0,446,[]
1,0,215,[]
1,0,208,[]
1,0,529,[]
1,0,718,[]
1,0,130,[]
1,0,731,[]
1,0,172,[]
1,0,655,[]
1,0,610,[]
1,0,443,[]
1,0,774,[]
1,0,959,[]
1,0,925,[]
1,0,600,[]
1,0,582,[]
1,0,360,[]
1,0,401,[]
1,0,518,[]
1,0,626,[]
1,0,225,[]
1,0,511,[]
1,0,757,[]
1,1,722,[]
1,0,989,[]
1,0,668,[]
1,0,906,[]
1,0,622,[]
1,0,854,[]
1,0,347,[]
1,0,991,[]
1,0,258,[]
1,0,301,[]
1,0,628,[]
1,0,186,[]
1,0,550,[]
1,0,179,[]
1,1,246,[]
1,0,616,[]
1,0,459,[]
1,0,157,[]
1,0,630,[]
1,0,174,[]
1,1,376,[]
1,0,911,[]
1,0,842,[]
1,0,207,[]
1,0,398,[]
1,0,118,[]
1,0,577,[]
1,0,246,[]
1,0,450,[]
1,1,324,[]
1,0,346,[]
1,0,540,[]
1,0,720,[]
1,0,743,[]
1,0,533,[]
1,0,932,[]
1,0,616,[]
1,0,495,[]
1,0,117,[]
1,0,882,[]
1,0,405,[]
1,1,767,[]
1,0,256,[]
1,0,426,[]
1,0,759,[]
1,0,347,[]
1,1,326,[]
1,0,662,[]
1,0,424,[]
1,0,911,[]
1,0,113,[]
1,0,462,[]
1,1,833,[]
1,0,3744,[]
1,0,9946,[]
1,1,7729,[]
1,0,7779,[]
1,0,8066,[]
1,0,3437,[]
1,0,8252,[]
1,0,8207,[]
1,1,7317,[]
1,0,9991,[]
1,0,7949,[]
1,0,2206,[]
1,0,5054,[]
1,0,7415,[]
1,1,7835,[]
1,0,6892,[]
1,0,5148,[]
1,0,1828,[]
1,0,4723,[]
1,0,7494,[]
1,0,2456,[]
1,0,3661,[]
1,0,5862,[]
1,0,9043,[]
1,0,5235,[]
1,0,8782,[]
1,0,2759,[]
1,0,1917,[]
1,0,9656,[]
1,0,8705,[]
1,0,3545,[]
1,0,5752,[]
1,0,1550,[]
1,0,7275,[]
1,0,2423,[]
1,0,5694,[]
1,0,7078,[]
1,0,1237,[]
1,0,3522,[]
1,0,3928,[]
1,0,2879,[]
1,0,4952,[]
1,0,4186,[]
1,0,4739,[]
1,0,8526,[]
1,0,3881,[]
1,0,8656,[]
1,0,7961,[]
1,0,2867,[]
1,0,4752,[]
1,0,5431,[]
1,0,8182,[]
1,1,4454,[]
1,0,9074,[]
1,0,5072,[]
1,0,2926,[]
1,0,7979,[]
1,0,3059,[]
1,1,8029,[]
1,0,4632,[]
1,0,6211,[]
1,0,6955,[]
1,0,2442,[]
1,0,5136,[]
1,1,4781,[]
1,0,4754,[]
1,0,1201,[]
1,0,4412,[]
1,0,9810,[]
1,0,7380,[]
1,1,8667,[]
1,0,7389,[]
1,0,3469,[]
1,0,1595,[]
1,0,2685,[]
1,0,9884,[]
1,1,1133,[]
1,0,8818,[]
1,0,2140,[]
1,0,1988,[]
1,0,9648,[]
1,0,7865,[]
1,0,8053,[]
1,0,1133,[]
1,0,4976,[]
1,0,6091,[]
1,0,6617,[]
1,0,4528,[]
1,0,3711,[]
1,0,8103,[]
1,1,9506,[]
1,0,3295,[]
1,0,8798,[]
1,0,9569,[]
1,0,2880,[]
1,0,9554,[]
1,1,9726,[]
1,0,4527,[]
1,0,2420,[]
1,0,4917,[]
13,93,13,"[4, 3, 6]"
13,250,37,"[17, 10, 5, 5]"
13,343,73,"[2, 16, 12, 8, 24, 11]"
13,111,23,"[3, 14, 6]"
13,119,71,"[20, 9, 24, 11, 7]"
13,241,24,"[7, 17]"
13,87,38,"[8, 14, 14, 2]"
13,58,30,"[2, 3, 25]"
13,167,85,"[18, 17, 12, 16, 22]"
13,38,27,"[23, 4]"
13,233,36,"[25, 7, 4]"
13,385,83,"[20, 12, 4, 16, 12, 16, 3]"
13,377,17,"[11, 4, 2]"
13,87,58,"[7, 20, 14, 3, 14]"
13,230,94,"[23, 4, 2, 24, 17, 24]"
13,63,44,"[5, 19, 4, 16]"
13,1104,98,"[9, 9, 16, 4, 14, 6, 10, 14, 16]"
13,71,61,"[13, 8, 20, 2, 18]"
13,256,82,"[4, 23, 23, 7, 13, 12]"
13,235,34,"[25, 9]"
13,1831,21,[]
13,34,32,"[12, 20]"
13,165,47,"[24, 8, 15]"
13,92,65,"[7, 17, 8, 8, 25]"
13,44,41,"[23, 13, 5]"
13,53,47,"[7, 13, 7, 20]"
13,180,87,"[24, 22, 5, 16, 11, 9]"
13,80,66,"[22, 5, 14, 21, 4]"
13,113,49,"[22, 20, 7]"
13,190,30,"[2, 9, 19]"
13,55,61,"[11, 9, 3, 24, 14]"
13,61,59,"[16, 7, 14, 3, 19]"
13,737,16,"[4, 8, 4]"
13,61,49,"[1, 15, 11, 1, 21]"
13,182,77,"[24, 10, 20, 15, 6, 1, 1]"
13,45,36,"[11, 8, 6, 11]"
13,1899,0,[]
13,1271,11,[11]
13,40,44,"[4, 21, 19]"
13,55,33,"[10, 21, 2]"
13,1780,5,[]
13,71,49,"[5, 11, 9, 24]"
13,86,68,"[12, 15, 5, 17, 9, 10]"
13,1818,10,[]
13,60,50,"[20, 14, 16]"
13,71,54,"[14, 9, 7, 24]"
13,156,82,"[12, 19, 4, 16, 14, 17]"
13,238,95,"[20, 12, 20, 11, 4, 8, 20]"
13,164,65,"[23, 1, 20, 11, 10]"
13,108,21,"[15, 3, 3]"
13,250,16,"[4, 5, 7]"
13,58,46,"[9, 21, 8, 8]"
13,262,99,"[7, 5, 24, 4, 18, 23, 18]"
13,44,60,"[25, 16, 19]"
13,39,24,"[3, 21]"
13,64,53,"[5, 9, 25, 14]"
13,544,13,"[6, 7]"
13,87,28,"[10, 3, 15]"
13,225,19,"[10, 9]"
13,312,81,"[17, 13, 7, 12, 9, 15, 8]"
13,370,98,"[8, 16, 1, 11, 22, 17, 23]"
13,430,9,"[6, 1, 2]"
13,124,30,"[7, 3, 20]"
13,83,54,"[20, 7, 4, 8, 15]"
13,1757,8,[]
13,128,44,"[6, 14, 24]"
13,205,23,"[16, 6, 1]"
13,881,8,[8]
13,30,28,"[5, 1, 8, 14]"
13,64,38,"[4, 8, 17, 9]"
13,170,80,"[14, 20, 14, 23, 9]"
13,267,88,"[20, 25, 1, 19, 23]"
13,840,4,[4]
13,573,18,"[16, 2]"
13,139,25,"[14, 11]"
13,158,85,"[16, 21, 1, 24, 14, 9]"
13,141,32,"[11, 21]"
13,124,82,"[24, 6, 17, 22, 13]"
13,278,86,"[1, 23, 1, 12, 19, 13, 13, 4]"
13,35,42,"[24, 18]"
13,180,31,"[7, 24]"
13,89,70,"[21, 6, 21, 2, 13, 7]"
13,1890,6,[]
13,478,96,"[14, 11, 2, 1, 16, 19, 9, 24]"
13,308,18,"[7, 11]"
13,224,91,"[1, 2, 25, 16, 10, 10, 18, 9]"
13,88,28,"[10, 4, 3, 11]"
13,56,33,"[3, 7, 23]"
13,95,22,"[2, 16, 4]"
13,743,11,"[6, 5]"
13,133,85,"[7, 21, 14, 6, 15, 22]"
13,623,17,"[8, 9]"
13,36,53,"[12, 19, 22]"
13,230,13,"[10, 3]"
13,179,98,"[5, 23, 25, 16, 13, 16]"
13,187,99,"[20, 25, 21, 9, 9, 15]"
13,65,66,"[25, 12, 16, 13]"
13,245,87,"[1, 19, 1, 20, 6, 17, 6, 7, 10]"
13,370,91,"[7, 4, 11, 13, 23, 7, 7, 1, 18]"
13,224,21,"[17, 4]"
13,1788,807,[]
13,1838,448,[]
13,1796,686,[]
13,1826,466,[]
13,1842,924,[]
13,1873,974,[]
13,1883,815,[]
13,1899,397,[]
13,1707,587,[]
13,1706,556,[]
13,1726,556,[]
13,2114,533,[]
13,1909,491,[]
13,1825,402,[]
13,1803,995,[]
13,1798,374,[]
13,1878,587,[]
13,1917,874,[]
13,1614,157,"[23, 17, 21, 11, 5, 9, 19, 22, 19, 11]"
13,1708,250,[]
13,1722,957,[]
13,1768,179,[]
13,1788,436,[]
13,2148,594,[]
13,1818,828,[]
13,1842,520,[]
13,1872,823,[]
13,1874,321,[]
13,1901,640,[]
13,1728,487,[]
13,1708,739,[]
13,1733,331,[]
13,1768,669,[]
13,1765,152,[]
13,1794,451,[]
13,2217,236,[]
13,1844,428,[]
13,1873,524,[]
13,1882,607,[]
13,1905,229,[]
13,1709,575,[]
13,1713,452,[]
13,1276,155,"[4, 6, 11, 13, 25, 22, 20, 18, 18, 18]"
13,1814,922,[]
13,1821,234,[]
13,1845,384,[]
13,1863,204,[]
13,2387,957,[]
13,1712,839,[]
13,1725,210,[]
13,1726,725,[]
13,1748,251,[]
13,1802,710,[]
13,1792,646,[]
13,1803,847,[]
13,1816,984,[]
13,1834,701,[]
13,1874,645,[]
13,1895,189,[]
13,1901,195,[]
13,2060,919,[]
13,1734,978,[]
13,1752,930,[]
13,1770,630,[]
13,1796,492,[]
13,1805,485,[]
13,1836,480,[]
13,1842,403,[]
13,1859,473,[]
13,1917,307,[]
13,1901,651,[]
13,1708,882,[]
13,2025,747,[]
13,1752,783,[]
13,1768,692,[]
13,1791,906,[]
13,1813,919,[]
13,1842,974,[]
13,1847,513,[]
13,698,147,"[15, 25, 14, 25, 24, 15, 23, 6]"
13,1521,182,"[15, 15, 23, 11, 21, 23, 9, 4, 18, 24, 19]"
13,1856,737,[]
13,1893,724,[]
13,1885,674,[]
13,1916,285,[]
13,2009,732,[]
13,1734,183,[]
13,1752,192,[]
13,1790,735,[]
13,1806,516,[]
13,1811,793,[]
13,1822,333,[]
13,1846,607,[]
13,1863,356,[]
13,1878,869,[]
13,1899,585,[]
13,1724,635,[]
13,2014,438,[]
13,357,100,"[15, 15, 11, 17, 15, 22, 5]"
13,1705,226,[]
13,1728,3736,[]
13,1799,3436,[]
13,1769,1786,[]
13,1790,8150,[]
13,1810,9454,[]
13,1817,2641,[]
13,1837,7508,[]
13,1859,2010,[]
13,1886,8293,[]
13,1923,3304,[]
13,2000,6220,[]
13,1750,1749,[]
13,1750,1675,[]
13,1767,6066,[]
13,1805,4701,[]
13,1807,2547,[]
13,1830,2315,[]
13,1837,4913,[]
13,1854,5359,[]
13,1882,6242,[]
13,1903,9861,[]
13,1704,6944,[]
13,2018,6505,[]
13,1751,3057,[]
13,1770,7299,[]
13,1869,1366,[]
13,1815,9402,[]
13,1835,5472,[]
13,1877,5838,[]
13,1863,5390,[]
13,1879,5226,[]
13,1939,1008,[]
13,1748,7137,[]
13,1713,7960,[]
13,2060,3535,[]
13,1777,3621,[]
13,1809,6567,[]
13,1809,4622,[]
13,1834,2013,[]
13,1857,7603,[]
13,1857,4944,[]
13,1884,7394,[]
13,1909,2679,[]
13,1703,1371,[]
13,1705,1964,[]
13,1723,6659,[]
13,2125,5720,[]
